target_end_date,target,location,observation
2023-07-01,wk flu hosp rate,45,0.3812400174684176
2023-07-01,wk flu hosp rate,46,0.33095852207162385
2023-07-01,wk flu hosp rate,47,0.34136455074220473
2023-07-01,wk flu hosp rate,48,0.31422784574180657
2023-07-01,wk flu hosp rate,US,0.23961464234025767
2023-07-01,wk flu hosp rate,49,0.08885629508346271
2023-07-01,wk flu hosp rate,51,0.44269097397373164
2023-07-01,wk flu hosp rate,50,0.15458100817733533
2023-07-01,wk flu hosp rate,53,0.24561023413894353
2023-07-01,wk flu hosp rate,55,0.08487491644064477
2023-07-01,wk flu hosp rate,54,0.16901627457707902
2023-07-01,wk flu hosp rate,56,0
2023-07-08,wk flu hosp rate,02,0.28112551410828396
2023-07-08,wk flu hosp rate,01,0.09874050560668339
2023-07-08,wk flu hosp rate,05,0.13149771292602794
2023-07-08,wk flu hosp rate,04,0.4222847566917831
2023-07-08,wk flu hosp rate,06,0.06428957919153078
2023-07-08,wk flu hosp rate,08,0.06892098002876762
2023-07-08,wk flu hosp rate,09,0.027616001705564264
2023-07-08,wk flu hosp rate,11,0.2991432537213421
2023-07-08,wk flu hosp rate,10,0
2023-07-08,wk flu hosp rate,12,0.6671519445766227
2023-07-08,wk flu hosp rate,13,0.24872290002794908
2023-07-08,wk flu hosp rate,15,0.5718464277825869
2023-07-08,wk flu hosp rate,19,0.06249562530622856
2023-07-08,wk flu hosp rate,16,0.1549970266403723
2023-07-08,wk flu hosp rate,17,0.05571874958210938
2023-07-08,wk flu hosp rate,18,0.0439113862370884
2023-07-08,wk flu hosp rate,20,0.06857649931372069
2023-07-08,wk flu hosp rate,21,0.20025013466821556
2023-07-08,wk flu hosp rate,22,0.28414840940277686
2023-07-08,wk flu hosp rate,25,0.05731757749551419
2023-07-08,wk flu hosp rate,24,0.04891466510574535
2023-07-08,wk flu hosp rate,23,0.2166779941106921
2023-07-08,wk flu hosp rate,26,0.04984013775814076
2023-07-08,wk flu hosp rate,27,0.017493074491808692
2023-07-08,wk flu hosp rate,29,0.04866545532941079
2023-07-08,wk flu hosp rate,28,0.5124167109337769
2023-07-08,wk flu hosp rate,30,0
2023-07-08,wk flu hosp rate,37,0.10380725371115651
2023-07-08,wk flu hosp rate,38,0.259046888782104
2023-07-08,wk flu hosp rate,31,0.05098126183721173
2023-07-08,wk flu hosp rate,33,0
2023-07-08,wk flu hosp rate,34,0.17289564656326137
2023-07-08,wk flu hosp rate,35,0.04761725630321526
2023-07-08,wk flu hosp rate,32,0.15795098401883534
2023-07-08,wk flu hosp rate,36,0.09665674493658555
2023-07-08,wk flu hosp rate,39,0.0766002885447758
2023-07-08,wk flu hosp rate,40,0.2499209000351389
2023-07-08,wk flu hosp rate,41,0.0471846678140405
2023-07-08,wk flu hosp rate,42,0.3623949401647401
2023-07-08,wk flu hosp rate,72,1.2105075782430197
2023-07-08,wk flu hosp rate,44,0.18342061097405515
2023-07-08,wk flu hosp rate,45,0.26686801222789236
2023-07-08,wk flu hosp rate,46,0.2206390147144159
2023-07-08,wk flu hosp rate,47,0.36981159663738844
2023-07-08,wk flu hosp rate,48,0.2373423090177475
2023-07-08,wk flu hosp rate,US,0.2031908085171783
2023-07-08,wk flu hosp rate,49,0.059237530055641814
2023-07-08,wk flu hosp rate,51,0.48929002386570336
2023-07-08,wk flu hosp rate,50,0
2023-07-08,wk flu hosp rate,53,0.23268337971057806
2023-07-08,wk flu hosp rate,55,0.08487491644064477
2023-07-08,wk flu hosp rate,54,0
2023-07-08,wk flu hosp rate,56,0.17283604945185047
2023-07-15,wk flu hosp rate,02,0.28112551410828396
2023-07-15,wk flu hosp rate,01,0.23697721345604014
2023-07-15,wk flu hosp rate,05,0.2958698540835628
2023-07-15,wk flu hosp rate,04,0.3541743120640761
2023-07-15,wk flu hosp rate,06,0.13629390788604523
2023-07-15,wk flu hosp rate,08,0.13784196005753524
2023-07-15,wk flu hosp rate,09,0.0828480051166928
2023-07-15,wk flu hosp rate,11,0.2991432537213421
2023-07-15,wk flu hosp rate,10,0.19706918705018955
2023-07-15,wk flu hosp rate,12,0.5950274100277986
2023-07-15,wk flu hosp rate,13,0.12896742964412175
2023-07-15,wk flu hosp rate,15,0.35740401736411676
2023-07-15,wk flu hosp rate,19,0
2023-07-15,wk flu hosp rate,16,0.10333135109358152
2023-07-15,wk flu hosp rate,17,0.07163839231985492
2023-07-15,wk flu hosp rate,18,0.014637128745696134
2023-07-15,wk flu hosp rate,20,0.10286474897058102
2023-07-15,wk flu hosp rate,21,0.11125007481567531
2023-07-15,wk flu hosp rate,22,0.15300298967841833
2023-07-15,wk flu hosp rate,25,0.10030576061714983
2023-07-15,wk flu hosp rate,24,0.08152444184290893
2023-07-15,wk flu hosp rate,23,0
2023-07-15,wk flu hosp rate,26,0.029904082654884458
2023-07-15,wk flu hosp rate,27,0
2023-07-15,wk flu hosp rate,29,0.22710545820391703
2023-07-15,wk flu hosp rate,28,0.5465778249960287
2023-07-15,wk flu hosp rate,30,0.08932056525626517
2023-07-15,wk flu hosp rate,37,0.11324427677580709
2023-07-15,wk flu hosp rate,38,0.129523444391052
2023-07-15,wk flu hosp rate,31,0
2023-07-15,wk flu hosp rate,33,0.07170041844364204
2023-07-15,wk flu hosp rate,34,0.10805977910203836
2023-07-15,wk flu hosp rate,35,0
2023-07-15,wk flu hosp rate,32,0.3159019680376707
2023-07-15,wk flu hosp rate,36,0.08648235073273443
2023-07-15,wk flu hosp rate,39,0.11064486123134283
2023-07-15,wk flu hosp rate,40,0.2499209000351389
2023-07-15,wk flu hosp rate,41,0.14155400344212152
2023-07-15,wk flu hosp rate,42,0.3315528175975282
2023-07-15,wk flu hosp rate,72,1.27258488994779
2023-07-15,wk flu hosp rate,44,0
2023-07-15,wk flu hosp rate,45,0.3812400174684176
2023-07-15,wk flu hosp rate,46,0
2023-07-15,wk flu hosp rate,47,0.312917504847021
2023-07-15,wk flu hosp rate,48,0.3543420388152287
2023-07-15,wk flu hosp rate,US,0.21432867505811995
2023-07-15,wk flu hosp rate,49,0.059237530055641814
2023-07-15,wk flu hosp rate,51,0.30289382429781636
2023-07-15,wk flu hosp rate,50,0
2023-07-15,wk flu hosp rate,53,0.27146394299567445
2023-07-15,wk flu hosp rate,55,0.15277484959316057
2023-07-15,wk flu hosp rate,54,0.05633875819235967
2023-07-15,wk flu hosp rate,56,0
2023-07-22,wk flu hosp rate,02,0.14056275705414198
2023-07-22,wk flu hosp rate,01,0.3357177190627235
2023-07-22,wk flu hosp rate,05,0.13149771292602794
2023-07-22,wk flu hosp rate,04,0.1634650671064967
2023-07-22,wk flu hosp rate,06,0.07971907819749816
2023-07-22,wk flu hosp rate,08,0.06892098002876762
2023-07-22,wk flu hosp rate,09,0.0828480051166928
2023-07-22,wk flu hosp rate,11,0.14957162686067105
2023-07-22,wk flu hosp rate,10,0
2023-07-22,wk flu hosp rate,12,0.50937952525107
2023-07-22,wk flu hosp rate,13,0.14739134816471056
2023-07-22,wk flu hosp rate,15,0.28592321389129344
2023-07-22,wk flu hosp rate,19,0.06249562530622856
2023-07-22,wk flu hosp rate,16,0.05166567554679076
2023-07-22,wk flu hosp rate,17,0.11939732053309152
2023-07-22,wk flu hosp rate,18,0.05854851498278454
2023-07-22,wk flu hosp rate,20,0
2023-07-22,wk flu hosp rate,21,0.08900005985254025
2023-07-22,wk flu hosp rate,22,0.17486055963247807
2023-07-22,wk flu hosp rate,25,0.12896454936490692
2023-07-22,wk flu hosp rate,24,0.13043910694865427
2023-07-22,wk flu hosp rate,23,0.07222599803689737
2023-07-22,wk flu hosp rate,26,0.029904082654884458
2023-07-22,wk flu hosp rate,27,0
2023-07-22,wk flu hosp rate,29,0.29199273197646475
2023-07-22,wk flu hosp rate,28,0.37577225468476977
2023-07-22,wk flu hosp rate,30,0
2023-07-22,wk flu hosp rate,37,0.056622138387903545
2023-07-22,wk flu hosp rate,38,0.129523444391052
2023-07-22,wk flu hosp rate,31,0.05098126183721173
2023-07-22,wk flu hosp rate,33,0
2023-07-22,wk flu hosp rate,34,0.15128369074285372
2023-07-22,wk flu hosp rate,35,0.04761725630321526
2023-07-22,wk flu hosp rate,32,0.3159019680376707
2023-07-22,wk flu hosp rate,36,0.13735432175198997
2023-07-22,wk flu hosp rate,39,0.02553342951492527
2023-07-22,wk flu hosp rate,40,0.27491299003865277
2023-07-22,wk flu hosp rate,41,0.0471846678140405
2023-07-22,wk flu hosp rate,42,0.27757910310490735
2023-07-22,wk flu hosp rate,72,0.9932369872763239
2023-07-22,wk flu hosp rate,44,0
2023-07-22,wk flu hosp rate,45,0.36217801659499677
2023-07-22,wk flu hosp rate,46,0
2023-07-22,wk flu hosp rate,47,0.28447045895183726
2023-07-22,wk flu hosp rate,48,0.2640851044000289
2023-07-22,wk flu hosp rate,US,0.18061405201526962
2023-07-22,wk flu hosp rate,49,0.029618765027820907
2023-07-22,wk flu hosp rate,51,0.25629477440584464
2023-07-22,wk flu hosp rate,50,0
2023-07-22,wk flu hosp rate,53,0.21975652528221262
2023-07-22,wk flu hosp rate,55,0.11882488301690267
2023-07-22,wk flu hosp rate,54,0.05633875819235967
2023-07-22,wk flu hosp rate,56,0
2023-07-29,wk flu hosp rate,02,0
2023-07-29,wk flu hosp rate,01,0.6319392358827737
2023-07-29,wk flu hosp rate,05,0.1643721411575349
2023-07-29,wk flu hosp rate,04,0.23157551173420363
2023-07-29,wk flu hosp rate,06,0.08743382770048184
2023-07-29,wk flu hosp rate,08,0.03446049001438381
2023-07-29,wk flu hosp rate,09,0.1656960102333856
2023-07-29,wk flu hosp rate,11,0.14957162686067105
2023-07-29,wk flu hosp rate,10,0
2023-07-29,wk flu hosp rate,12,0.5815040597998942
2023-07-29,wk flu hosp rate,13,0.15660330742500497
2023-07-29,wk flu hosp rate,15,0.35740401736411676
2023-07-29,wk flu hosp rate,19,0
2023-07-29,wk flu hosp rate,16,0.1549970266403723
2023-07-29,wk flu hosp rate,17,0.05571874958210938
2023-07-29,wk flu hosp rate,18,0.05854851498278454
2023-07-29,wk flu hosp rate,20,0.06857649931372069
2023-07-29,wk flu hosp rate,21,0.22250014963135062
2023-07-29,wk flu hosp rate,22,0.21857569954059758
2023-07-29,wk flu hosp rate,25,0.04298818312163564
2023-07-29,wk flu hosp rate,24,0.1956586604229814
2023-07-29,wk flu hosp rate,23,0.2166779941106921
2023-07-29,wk flu hosp rate,26,0.04984013775814076
2023-07-29,wk flu hosp rate,27,0.06997229796723477
2023-07-29,wk flu hosp rate,29,0.1622181844313693
2023-07-29,wk flu hosp rate,28,0.5465778249960287
2023-07-29,wk flu hosp rate,30,0
2023-07-29,wk flu hosp rate,37,0.08493320758185532
2023-07-29,wk flu hosp rate,38,0.129523444391052
2023-07-29,wk flu hosp rate,31,0.05098126183721173
2023-07-29,wk flu hosp rate,33,0.07170041844364204
2023-07-29,wk flu hosp rate,34,0.08644782328163068
2023-07-29,wk flu hosp rate,35,0.04761725630321526
2023-07-29,wk flu hosp rate,32,0.06318039360753414
2023-07-29,wk flu hosp rate,36,0.10683113914043665
2023-07-29,wk flu hosp rate,39,0.08511143171641755
2023-07-29,wk flu hosp rate,40,0.34988926004919446
2023-07-29,wk flu hosp rate,41,0.0471846678140405
2023-07-29,wk flu hosp rate,42,0.30842122567211927
2023-07-29,wk flu hosp rate,72,1.27258488994779
2023-07-29,wk flu hosp rate,44,0
2023-07-29,wk flu hosp rate,45,0.3049920139747341
2023-07-29,wk flu hosp rate,46,0
2023-07-29,wk flu hosp rate,47,0.2275763671614698
2023-07-29,wk flu hosp rate,48,0.27411365266838444
2023-07-29,wk flu hosp rate,US,0.19476215275646572
2023-07-29,wk flu hosp rate,49,0
2023-07-29,wk flu hosp rate,51,0.22134548698686582
2023-07-29,wk flu hosp rate,50,0
2023-07-29,wk flu hosp rate,53,0.25853708856730895
2023-07-29,wk flu hosp rate,55,0.03394996657625791
2023-07-29,wk flu hosp rate,54,0.11267751638471935
2023-07-29,wk flu hosp rate,56,0.34567209890370093
2023-08-05,wk flu hosp rate,02,0.28112551410828396
2023-08-05,wk flu hosp rate,01,0.23697721345604014
2023-08-05,wk flu hosp rate,05,0.3616187105465768
2023-08-05,wk flu hosp rate,04,0.17708715603203806
2023-08-05,wk flu hosp rate,06,0.12343599204773908
2023-08-05,wk flu hosp rate,08,0.05169073502157571
2023-08-05,wk flu hosp rate,09,0.11046400682225706
2023-08-05,wk flu hosp rate,11,0
2023-08-05,wk flu hosp rate,10,0
2023-08-05,wk flu hosp rate,12,0.5860118432091956
2023-08-05,wk flu hosp rate,13,0.20266310372647703
2023-08-05,wk flu hosp rate,15,0.35740401736411676
2023-08-05,wk flu hosp rate,19,0.03124781265311428
2023-08-05,wk flu hosp rate,16,0.1549970266403723
2023-08-05,wk flu hosp rate,17,0.09551785642647322
2023-08-05,wk flu hosp rate,18,0.14637128745696135
2023-08-05,wk flu hosp rate,20,0.034288249656860344
2023-08-05,wk flu hosp rate,21,0.15575010474194545
2023-08-05,wk flu hosp rate,22,0.2622908394487171
2023-08-05,wk flu hosp rate,25,0.10030576061714983
2023-08-05,wk flu hosp rate,24,0.0978293302114907
2023-08-05,wk flu hosp rate,23,0.14445199607379475
2023-08-05,wk flu hosp rate,26,0.03987211020651261
2023-08-05,wk flu hosp rate,27,0.017493074491808692
2023-08-05,wk flu hosp rate,29,0.06488727377254772
2023-08-05,wk flu hosp rate,28,0.37577225468476977
2023-08-05,wk flu hosp rate,30,0
2023-08-05,wk flu hosp rate,37,0.08493320758185532
2023-08-05,wk flu hosp rate,38,0
2023-08-05,wk flu hosp rate,31,0.05098126183721173
2023-08-05,wk flu hosp rate,33,0.07170041844364204
2023-08-05,wk flu hosp rate,34,0.17289564656326137
2023-08-05,wk flu hosp rate,35,0.04761725630321526
2023-08-05,wk flu hosp rate,32,0.1895411808226024
2023-08-05,wk flu hosp rate,36,0.15261591305776664
2023-08-05,wk flu hosp rate,39,0.0766002885447758
2023-08-05,wk flu hosp rate,40,0.14995254002108335
2023-08-05,wk flu hosp rate,41,0.094369335628081
2023-08-05,wk flu hosp rate,42,0.3623949401647401
2023-08-05,wk flu hosp rate,72,0.9621983314239387
2023-08-05,wk flu hosp rate,44,0
2023-08-05,wk flu hosp rate,45,0.324054014848155
2023-08-05,wk flu hosp rate,46,0
2023-08-05,wk flu hosp rate,47,0.3555880736897966
2023-08-05,wk flu hosp rate,48,0.3108849963190214
2023-08-05,wk flu hosp rate,US,0.20469592561730557
2023-08-05,wk flu hosp rate,49,0.029618765027820907
2023-08-05,wk flu hosp rate,51,0.372792399135774
2023-08-05,wk flu hosp rate,50,0
2023-08-05,wk flu hosp rate,53,0.23268337971057806
2023-08-05,wk flu hosp rate,55,0.016974983288128954
2023-08-05,wk flu hosp rate,54,0.05633875819235967
2023-08-05,wk flu hosp rate,56,0
2023-08-12,wk flu hosp rate,02,0.14056275705414198
2023-08-12,wk flu hosp rate,01,0.15798480897069342
2023-08-12,wk flu hosp rate,05,0.3287442823150698
2023-08-12,wk flu hosp rate,04,0.08173253355324835
2023-08-12,wk flu hosp rate,06,0.08486224453282062
2023-08-12,wk flu hosp rate,08,0.017230245007191905
2023-08-12,wk flu hosp rate,09,0.19331201193894987
2023-08-12,wk flu hosp rate,11,0.14957162686067105
2023-08-12,wk flu hosp rate,10,0.09853459352509478
2023-08-12,wk flu hosp rate,12,0.6761675113952257
2023-08-12,wk flu hosp rate,13,0.22108702224706583
2023-08-12,wk flu hosp rate,15,0.42888482083694013
2023-08-12,wk flu hosp rate,19,0
2023-08-12,wk flu hosp rate,16,0.10333135109358152
2023-08-12,wk flu hosp rate,17,0.10347767779534599
2023-08-12,wk flu hosp rate,18,0.0878227724741768
2023-08-12,wk flu hosp rate,20,0.06857649931372069
2023-08-12,wk flu hosp rate,21,0.13350008977881037
2023-08-12,wk flu hosp rate,22,0.13114541972435856
2023-08-12,wk flu hosp rate,25,0.14329394373878546
2023-08-12,wk flu hosp rate,24,0.08152444184290893
2023-08-12,wk flu hosp rate,23,0
2023-08-12,wk flu hosp rate,26,0.11961633061953783
2023-08-12,wk flu hosp rate,27,0
2023-08-12,wk flu hosp rate,29,0.17844000287450623
2023-08-12,wk flu hosp rate,28,0.8881889656185468
2023-08-12,wk flu hosp rate,30,0
2023-08-12,wk flu hosp rate,37,0.09437023064650592
2023-08-12,wk flu hosp rate,38,0.129523444391052
2023-08-12,wk flu hosp rate,31,0.05098126183721173
2023-08-12,wk flu hosp rate,33,0.07170041844364204
2023-08-12,wk flu hosp rate,34,0.05402988955101918
2023-08-12,wk flu hosp rate,35,0.04761725630321526
2023-08-12,wk flu hosp rate,32,0.1895411808226024
2023-08-12,wk flu hosp rate,36,0.11700553334428776
2023-08-12,wk flu hosp rate,39,0.0766002885447758
2023-08-12,wk flu hosp rate,40,0.27491299003865277
2023-08-12,wk flu hosp rate,41,0.11796166953510126
2023-08-12,wk flu hosp rate,42,0.2852896337467103
2023-08-12,wk flu hosp rate,72,1.27258488994779
2023-08-12,wk flu hosp rate,44,0
2023-08-12,wk flu hosp rate,45,0.15249600698736704
2023-08-12,wk flu hosp rate,46,0
2023-08-12,wk flu hosp rate,47,0.3840351195849803
2023-08-12,wk flu hosp rate,48,0.39445623188865075
2023-08-12,wk flu hosp rate,US,0.2134256047980436
2023-08-12,wk flu hosp rate,49,0.029618765027820907
2023-08-12,wk flu hosp rate,51,0.372792399135774
2023-08-12,wk flu hosp rate,50,0
2023-08-12,wk flu hosp rate,53,0.23268337971057806
2023-08-12,wk flu hosp rate,55,0.08487491644064477
2023-08-12,wk flu hosp rate,54,0.05633875819235967
2023-08-12,wk flu hosp rate,56,0.17283604945185047
2023-08-19,wk flu hosp rate,02,0.28112551410828396
2023-08-19,wk flu hosp rate,01,0.19748101121336678
2023-08-19,wk flu hosp rate,05,0.2629954258520559
2023-08-19,wk flu hosp rate,04,0.1362208892554139
2023-08-19,wk flu hosp rate,06,0.06943274552685323
2023-08-19,wk flu hosp rate,08,0.017230245007191905
2023-08-19,wk flu hosp rate,09,0.11046400682225706
2023-08-19,wk flu hosp rate,11,0.14957162686067105
2023-08-19,wk flu hosp rate,10,0
2023-08-19,wk flu hosp rate,12,0.7347686957161452
2023-08-19,wk flu hosp rate,13,0.20266310372647703
2023-08-19,wk flu hosp rate,15,0.28592321389129344
2023-08-19,wk flu hosp rate,19,0.09374343795934284
2023-08-19,wk flu hosp rate,16,0.1549970266403723
2023-08-19,wk flu hosp rate,17,0.07959821368872769
2023-08-19,wk flu hosp rate,18,0.0878227724741768
2023-08-19,wk flu hosp rate,20,0.034288249656860344
2023-08-19,wk flu hosp rate,21,0.26700017955762073
2023-08-19,wk flu hosp rate,22,0.2622908394487171
2023-08-19,wk flu hosp rate,25,0.07164697186939273
2023-08-19,wk flu hosp rate,24,0.08152444184290893
2023-08-19,wk flu hosp rate,23,0.14445199607379475
2023-08-19,wk flu hosp rate,26,0.15948844082605043
2023-08-19,wk flu hosp rate,27,0
2023-08-19,wk flu hosp rate,29,0.14599636598823237
2023-08-19,wk flu hosp rate,28,1.2981223343655683
2023-08-19,wk flu hosp rate,30,0
2023-08-19,wk flu hosp rate,37,0.13211832290510828
2023-08-19,wk flu hosp rate,38,0
2023-08-19,wk flu hosp rate,31,0.05098126183721173
2023-08-19,wk flu hosp rate,33,0
2023-08-19,wk flu hosp rate,34,0.12967173492244605
2023-08-19,wk flu hosp rate,35,0.09523451260643052
2023-08-19,wk flu hosp rate,32,0.0947705904113012
2023-08-19,wk flu hosp rate,36,0.07630795652888332
2023-08-19,wk flu hosp rate,39,0.0766002885447758
2023-08-19,wk flu hosp rate,40,0.5248338900737917
2023-08-19,wk flu hosp rate,41,0.02359233390702025
2023-08-19,wk flu hosp rate,42,0.3392633482393312
2023-08-19,wk flu hosp rate,72,0.9311596755715537
2023-08-19,wk flu hosp rate,44,0
2023-08-19,wk flu hosp rate,45,0.2859300131013132
2023-08-19,wk flu hosp rate,46,0.2206390147144159
2023-08-19,wk flu hosp rate,47,0.312917504847021
2023-08-19,wk flu hosp rate,48,0.42119902727093217
2023-08-19,wk flu hosp rate,US,0.2299818928994433
2023-08-19,wk flu hosp rate,49,0
2023-08-19,wk flu hosp rate,51,0.45434073644672457
2023-08-19,wk flu hosp rate,50,0
2023-08-19,wk flu hosp rate,53,0.31024450628077077
2023-08-19,wk flu hosp rate,55,0.03394996657625791
2023-08-19,wk flu hosp rate,54,0.4507100655388774
2023-08-19,wk flu hosp rate,56,0
2023-08-26,wk flu hosp rate,02,0
2023-08-26,wk flu hosp rate,01,0.23697721345604014
2023-08-26,wk flu hosp rate,05,0.2629954258520559
2023-08-26,wk flu hosp rate,04,0.17708715603203806
2023-08-26,wk flu hosp rate,06,0.07714749502983692
2023-08-26,wk flu hosp rate,08,0.06892098002876762
2023-08-26,wk flu hosp rate,09,0.3037760187612069
2023-08-26,wk flu hosp rate,11,0.2991432537213421
2023-08-26,wk flu hosp rate,10,0
2023-08-26,wk flu hosp rate,12,0.6851830782138287
2023-08-26,wk flu hosp rate,13,0.24872290002794908
2023-08-26,wk flu hosp rate,15,0.42888482083694013
2023-08-26,wk flu hosp rate,19,0.06249562530622856
2023-08-26,wk flu hosp rate,16,0
2023-08-26,wk flu hosp rate,17,0.08755803505760044
2023-08-26,wk flu hosp rate,18,0.1317341587112652
2023-08-26,wk flu hosp rate,20,0.10286474897058102
2023-08-26,wk flu hosp rate,21,0.15575010474194545
2023-08-26,wk flu hosp rate,22,0.24043326949465735
2023-08-26,wk flu hosp rate,25,0.17195273248654255
2023-08-26,wk flu hosp rate,24,0.06521955347432713
2023-08-26,wk flu hosp rate,23,0
2023-08-26,wk flu hosp rate,26,0.10964830306790968
2023-08-26,wk flu hosp rate,27,0.05247922347542608
2023-08-26,wk flu hosp rate,29,0.11355272910195852
2023-08-26,wk flu hosp rate,28,1.4689279046768273
2023-08-26,wk flu hosp rate,30,0
2023-08-26,wk flu hosp rate,37,0.08493320758185532
2023-08-26,wk flu hosp rate,38,0.129523444391052
2023-08-26,wk flu hosp rate,31,0.20392504734884692
2023-08-26,wk flu hosp rate,33,0
2023-08-26,wk flu hosp rate,34,0.16208966865305754
2023-08-26,wk flu hosp rate,35,0.04761725630321526
2023-08-26,wk flu hosp rate,32,0.12636078721506827
2023-08-26,wk flu hosp rate,36,0.09665674493658555
2023-08-26,wk flu hosp rate,39,0.14468943391790984
2023-08-26,wk flu hosp rate,40,0.37488135005270834
2023-08-26,wk flu hosp rate,41,0.094369335628081
2023-08-26,wk flu hosp rate,42,0.3315528175975282
2023-08-26,wk flu hosp rate,72,1.6760874160287966
2023-08-26,wk flu hosp rate,44,0
2023-08-26,wk flu hosp rate,45,0.34311601572157585
2023-08-26,wk flu hosp rate,46,0
2023-08-26,wk flu hosp rate,47,0.3840351195849803
2023-08-26,wk flu hosp rate,48,0.3677134365063694
2023-08-26,wk flu hosp rate,US,0.2366044081400032
2023-08-26,wk flu hosp rate,49,0
2023-08-26,wk flu hosp rate,51,0.3378431117167952
2023-08-26,wk flu hosp rate,50,0
2023-08-26,wk flu hosp rate,53,0.3231713607091362
2023-08-26,wk flu hosp rate,55,0.016974983288128954
2023-08-26,wk flu hosp rate,54,0.11267751638471935
2023-08-26,wk flu hosp rate,56,0
2023-09-02,wk flu hosp rate,02,0.28112551410828396
2023-09-02,wk flu hosp rate,01,0.23697721345604014
2023-09-02,wk flu hosp rate,05,0.2629954258520559
2023-09-02,wk flu hosp rate,04,0.19070924495757946
2023-09-02,wk flu hosp rate,06,0.10286332670644924
2023-09-02,wk flu hosp rate,08,0.03446049001438381
2023-09-02,wk flu hosp rate,09,0.0828480051166928
2023-09-02,wk flu hosp rate,11,0
2023-09-02,wk flu hosp rate,10,0
2023-09-02,wk flu hosp rate,12,0.7437842625347483
2023-09-02,wk flu hosp rate,13,0.2579348592882435
2023-09-02,wk flu hosp rate,15,0.5003656243097635
2023-09-02,wk flu hosp rate,19,0.09374343795934284
2023-09-02,wk flu hosp rate,16,0
2023-09-02,wk flu hosp rate,17,0.07959821368872769
2023-09-02,wk flu hosp rate,18,0.07318564372848067
2023-09-02,wk flu hosp rate,20,0.10286474897058102
2023-09-02,wk flu hosp rate,21,0.356000239410161
2023-09-02,wk flu hosp rate,22,0.3278635493108964
2023-09-02,wk flu hosp rate,25,0.1862821268604211
2023-09-02,wk flu hosp rate,24,0.08152444184290893
2023-09-02,wk flu hosp rate,23,0
2023-09-02,wk flu hosp rate,26,0.10964830306790968
2023-09-02,wk flu hosp rate,27,0
2023-09-02,wk flu hosp rate,29,0.11355272910195852
2023-09-02,wk flu hosp rate,28,1.3664445624900718
2023-09-02,wk flu hosp rate,30,0
2023-09-02,wk flu hosp rate,37,0.16042939209906004
2023-09-02,wk flu hosp rate,38,0
2023-09-02,wk flu hosp rate,31,0.05098126183721173
2023-09-02,wk flu hosp rate,33,0.28680167377456817
2023-09-02,wk flu hosp rate,34,0.10805977910203836
2023-09-02,wk flu hosp rate,35,0.19046902521286105
2023-09-02,wk flu hosp rate,32,0.0947705904113012
2023-09-02,wk flu hosp rate,36,0.20857508117894774
2023-09-02,wk flu hosp rate,39,0.11915600440298459
2023-09-02,wk flu hosp rate,40,0.34988926004919446
2023-09-02,wk flu hosp rate,41,0.0471846678140405
2023-09-02,wk flu hosp rate,42,0.31613175631392226
2023-09-02,wk flu hosp rate,72,1.8002420394383372
2023-09-02,wk flu hosp rate,44,0
2023-09-02,wk flu hosp rate,45,0.2096820096076297
2023-09-02,wk flu hosp rate,46,0.11031950735720795
2023-09-02,wk flu hosp rate,47,0.3840351195849803
2023-09-02,wk flu hosp rate,48,0.4044847801570063
2023-09-02,wk flu hosp rate,US,0.2555688836016065
2023-09-02,wk flu hosp rate,49,0.029618765027820907
2023-09-02,wk flu hosp rate,51,0.3145435867708093
2023-09-02,wk flu hosp rate,50,0
2023-09-02,wk flu hosp rate,53,0.49122046827788707
2023-09-02,wk flu hosp rate,55,0.06789993315251582
2023-09-02,wk flu hosp rate,54,0.05633875819235967
2023-09-02,wk flu hosp rate,56,0
2023-09-09,wk flu hosp rate,02,0.28112551410828396
2023-09-09,wk flu hosp rate,01,0.13823670784935674
2023-09-09,wk flu hosp rate,05,0.1972465693890419
2023-09-09,wk flu hosp rate,04,0.1362208892554139
2023-09-09,wk flu hosp rate,06,0.11314965937709416
2023-09-09,wk flu hosp rate,08,0.12061171505034332
2023-09-09,wk flu hosp rate,09,0.027616001705564264
2023-09-09,wk flu hosp rate,11,0.14957162686067105
2023-09-09,wk flu hosp rate,10,0
2023-09-09,wk flu hosp rate,12,0.6806752948045273
2023-09-09,wk flu hosp rate,13,0.27635877780883233
2023-09-09,wk flu hosp rate,15,0.35740401736411676
2023-09-09,wk flu hosp rate,19,0.03124781265311428
2023-09-09,wk flu hosp rate,16,0.10333135109358152
2023-09-09,wk flu hosp rate,17,0.11143749916421876
2023-09-09,wk flu hosp rate,18,0.0878227724741768
2023-09-09,wk flu hosp rate,20,0.27430599725488275
2023-09-09,wk flu hosp rate,21,0.28925019452075584
2023-09-09,wk flu hosp rate,22,0.24043326949465735
2023-09-09,wk flu hosp rate,25,0.14329394373878546
2023-09-09,wk flu hosp rate,24,0.06521955347432713
2023-09-09,wk flu hosp rate,23,0
2023-09-09,wk flu hosp rate,26,0.029904082654884458
2023-09-09,wk flu hosp rate,27,0
2023-09-09,wk flu hosp rate,29,0.2108836397607801
2023-09-09,wk flu hosp rate,28,0.5807389390582806
2023-09-09,wk flu hosp rate,30,0.08932056525626517
2023-09-09,wk flu hosp rate,37,0.07549618451720473
2023-09-09,wk flu hosp rate,38,0
2023-09-09,wk flu hosp rate,31,0.05098126183721173
2023-09-09,wk flu hosp rate,33,0.07170041844364204
